appid,name,developer,publisher,score_rank,positive,negative,owners,average_forever,average_2weeks,initialprice,languages,genre,ccu,tags,Casual,NaN,Action,Accounting,Early Access,Utilities,Indie,Web,Development,Simulation,RPG,Strategy,Free to Play,Adventure,Movie,Violent,Animation & Modelling,Design & Illustration,Racing,Photo Editing,Video Production,MMO,Software,Audio,Sports,Education,has_multiplayer,has_dlc,Developer_score
2300,DOOM II,id Software,id Software,,5536,303,"500,000 .. 1,000,000",471,2,499,"English, French, Italian, German, Spanish - Spain",Action,52,"{'Classic': 277, 'FPS': 263, 'Action': 189, ""1990's"": 154, 'Shooter': 148, 'Retro': 144, 'Demons': 133, 'Gore': 115, 'Violent': 109, 'First-Person': 109, 'Moddable': 108, 'Old School': 104, 'Sci-fi': 97, 'Singleplayer': 88, 'Multiplayer': 83, 'Great Soundtrack': 80, 'Pixel Graphics': 77, 'Horror': 69, 'Zombies': 66, 'Online Co-Op': 44}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,AAA
2310,QUAKE,"id Software, Nightdive Studios, MachineGames",Bethesda Softworks,,9163,394,"1,000,000 .. 2,000,000",137,123,999,"English, French, Italian, German, Spanish - Spain, Russian",Action,147,"{'FPS': 366, 'Classic': 332, 'Action': 229, 'Shooter': 203, ""1990's"": 152, 'Singleplayer': 150, 'Multiplayer': 144, 'Lovecraftian': 138, 'Gore': 127, 'First-Person': 122, 'Old School': 121, 'Retro': 100, 'Horror': 99, 'Great Soundtrack': 94, 'Moddable': 84, 'Fast-Paced': 83, 'Sci-fi': 80, 'Atmospheric': 80, 'Competitive': 39, 'Co-op': 37}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
2320,QUAKE II,id Software,id Software,,2895,255,"200,000 .. 500,000",163,0,499,English,Action,31,"{'FPS': 166, 'Classic': 135, 'Action': 133, 'Shooter': 78, 'Sci-fi': 77, ""1990's"": 71, 'Great Soundtrack': 71, 'Singleplayer': 69, 'Multiplayer': 55, 'Gore': 54, 'First-Person': 50, 'Retro': 44, 'Fast-Paced': 39, 'Moddable': 39, 'Old School': 30, 'Arena Shooter': 26, 'Co-op': 24, 'Atmospheric': 20, 'Horror': 16, 'Aliens': 10}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
2330,QUAKE II Mission Pack: The Reckoning,Xatrix Entertainment,id Software,,139,33,"200,000 .. 500,000",1,0,299,English,Action,1,"{'Action': 58, 'Shooter': 24, 'FPS': 19, 'First-Person': 18, 'Classic': 10}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
2350,QUAKE III: Team Arena,id Software,id Software,,187,45,"200,000 .. 500,000",45,0,1499,English,Action,4,"{'Action': 76, 'Shooter': 41, 'FPS': 31, 'First-Person': 27, 'Competitive': 20, 'Multiplayer': 17, 'Classic': 14, 'Fast-Paced': 14, 'Arena Shooter': 10}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
2360,HeXen: Beyond Heretic,Raven Software,id Software,,442,51,"200,000 .. 500,000",13,0,499,English,Action,2,"{'Action': 81, 'Fantasy': 54, 'Shooter': 53, 'FPS': 49, 'Classic': 45, 'First-Person': 38, 'Dark Fantasy': 35, 'Retro': 32, 'Old School': 26, 'Dark': 26, ""1990's"": 22, 'Class-Based': 19, 'Singleplayer': 16, 'RPG': 9, 'Magic': 8, 'Gothic': 8, 'Puzzle': 7}",False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
2390,Heretic: Shadow of the Serpent Riders,Raven Software,id Software,,717,40,"100,000 .. 200,000",27,0,499,English,Action,2,"{'Classic': 68, 'FPS': 66, 'Action': 55, 'Fantasy': 45, 'Shooter': 35, 'Retro': 33, 'Dark Fantasy': 32, 'Old School': 31, ""1990's"": 27, 'Singleplayer': 26, 'First-Person': 24, 'Multiplayer': 7, 'Magic': 7, 'Adventure': 6}",False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
2400,The Ship: Murder Party,Outerlight Ltd.,Blazing Griffin,,5034,829,"1,000,000 .. 2,000,000",208,0,999,"English, French, German, Italian, Spanish - Spain, Polish, Russian, Japanese","Action, Indie, RPG",6,"{'Multiplayer': 380, 'Indie': 174, 'First-Person': 151, 'Action': 149, 'Stealth': 135, 'RPG': 120, 'Mystery': 117, 'Assassin': 104, 'Funny': 81, 'Survival': 61, 'Simulation': 53, 'Singleplayer': 52, 'FPS': 51, 'Comedy': 50, 'Shooter': 44, 'Strategy': 42, 'Adventure': 41, 'Difficult': 30, 'Stylized': 28, 'Replay Value': 27}",False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
2420,The Ship: Single Player,Outerlight Ltd.,Blazing Griffin Ltd.,,625,265,"200,000 .. 500,000",68,0,999,"English, French, German, Italian, Spanish - Spain, Polish, Russian, Japanese","Action, Indie, RPG",0,"{'Action': 338, 'Indie': 49, 'RPG': 39, 'Singleplayer': 34, 'FPS': 19, 'First-Person': 11, 'Multiplayer': 5}",False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
2450,Bloody Good Time,Outerlight Ltd.,Ubisoft,,746,223,"100,000 .. 200,000",295,0,499,English,Action,1,"{'Action': 75, 'Multiplayer': 37, 'FPS': 35, 'Comedy': 28, 'Funny': 24, 'First-Person': 12, 'Shooter': 10, 'Gore': 8, 'Singleplayer': 6, 'Blood': 6}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
2500,Shadowgrounds,Frozenbyte,Frozenbyte,,1134,278,"200,000 .. 500,000",329,0,699,English,Action,2,"{'Top-Down Shooter': 168, 'Sci-fi': 163, 'Aliens': 160, 'Action': 156, 'Shooter': 128, 'Singleplayer': 122, 'Horror': 118, 'Top-Down': 117, 'Isometric': 113, 'Adventure': 108, 'Twin Stick Shooter': 101, 'Gore': 97, 'Indie': 93, ""Shoot 'Em Up"": 90, 'Dark': 88, 'PvE': 83, 'Combat': 75, 'Local Co-Op': 73, 'Co-op': 64, 'Multiplayer': 40}",False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
2540,RIP - Trilogy,Elephant Games,Dreamatrix,,213,146,"100,000 .. 200,000",5,0,499,English,"Casual, Indie",0,"{'Indie': 40, 'Casual': 37, 'Arcade': 17, 'Shooter': 15, 'Action': 13, '2D': 11, ""Shoot 'Em Up"": 8, 'Top-Down': 8, 'Co-op': 5, 'Singleplayer': 5, 'Top-Down Shooter': 5}",True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
2590,Alpha Prime,Black Element,Bohemia Interactive,,720,609,"200,000 .. 500,000",221,0,499,English,Action,0,"{'Action': 84, 'FPS': 69, 'Sci-fi': 42, 'Shooter': 39, 'First-Person': 26, 'Singleplayer': 25, 'Space': 16, 'Difficult': 16}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
2600,Vampire: The Masquerade - Bloodlines,Troika Games,Activision,,9989,537,"500,000 .. 1,000,000",460,0,1999,"English, French, German",Action,78,"{'RPG': 953, 'Vampire': 882, 'Cult Classic': 643, 'Singleplayer': 441, 'Supernatural': 373, 'Action': 359, 'Horror': 348, 'Dark': 336, 'Atmospheric': 328, 'Story Rich': 311, 'Classic': 301, 'Action RPG': 281, 'Great Soundtrack': 211, 'Gothic': 206, 'First-Person': 196, 'Immersive': 182, 'Female Protagonist': 179, 'Adventure': 140, 'Third Person': 133, 'Stealth': 129}",False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
2610,GUN,Neversoft,Activision,,1187,123,"100,000 .. 200,000",588,0,1999,English,Action,8,"{'Western': 129, 'Action': 85, 'Open World': 75, 'Third-Person Shooter': 55, 'Classic': 41, 'Singleplayer': 38, 'Adventure': 37, 'Shooter': 36, 'Atmospheric': 34, 'Third Person': 31, 'Story Rich': 26, 'Sandbox': 22, 'Gore': 16, 'Great Soundtrack': 15, 'Violent': 14, 'Cult Classic': 14, 'Bullet Time': 8, 'RPG': 7, 'Controller': 5}",False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,AAA
2620,Call of Duty,Infinity Ward,Activision,,3348,195,"200,000 .. 500,000",260,0,1999,"English, German",Action,82,"{'FPS': 209, 'World War II': 193, 'Action': 173, 'Classic': 151, 'Shooter': 117, 'Multiplayer': 113, 'Singleplayer': 111, 'War': 101, 'Military': 83, 'First-Person': 82, 'Historical': 73, 'Atmospheric': 57, 'Linear': 50, 'America': 45, 'Story Rich': 31, 'Co-op': 16, 'Realistic': 15, 'Difficult': 12, 'Old School': 10, 'Simulation': 8}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
2630,Call of Duty 2,Infinity Ward,Activision,,5654,422,"2,000,000 .. 5,000,000",1312,16,1999,"English, French, German, Italian, Spanish - Spain",Action,287,"{'Action': 213, 'World War II': 203, 'FPS': 197, 'Multiplayer': 158, 'Singleplayer': 153, 'Shooter': 128, 'War': 117, 'Classic': 116, 'First-Person': 98, 'Historical': 87, 'Atmospheric': 56, 'Military': 53, 'Story Rich': 24, 'Co-op': 21, 'Adventure': 19, 'Controller': 16, 'Casual': 12, 'Zombies': 11, 'Online Co-Op': 10, 'Simulation': 9}",True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
2640,Call of Duty: United Offensive,Gray Matter Studios,Activision,,1026,153,"100,000 .. 200,000",310,0,1999,"English, French, Italian",Action,47,"{'Action': 87, 'World War II': 82, 'FPS': 74, 'Multiplayer': 57, 'Singleplayer': 57, 'Shooter': 48, 'Military': 44, 'Classic': 38, 'Historical': 36, 'War': 30, 'First-Person': 23, 'Atmospheric': 13}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
2710,Act of War: Direct Action,Eugen Systems,THQ Nordic,,374,46,"100,000 .. 200,000",0,0,299,English,Action,8,"{'RTS': 84, 'Strategy': 48, 'Military': 35, 'Action': 34, 'War': 33, 'Multiplayer': 30, '3D': 27, 'Political': 27, 'Destruction': 27, 'Top-Down': 26, 'Real-Time': 21, 'Politics': 19, 'Singleplayer': 10}",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
2800,X2: The Threat,Egosoft,Egosoft,,313,65,"200,000 .. 500,000",49,0,499,"English, French, German, Italian, Spanish - Spain, Czech, Polish, Russian",Strategy,13,"{'Space': 69, 'Strategy': 57, 'Simulation': 52, 'Sci-fi': 42, 'Singleplayer': 36, 'Open World': 34, 'Economy': 34, 'Space Sim': 34, 'Sandbox': 31, 'Trading': 29, 'Action': 26, 'Flight': 17, 'Exploration': 14}",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
2810,X3: Reunion,Egosoft,Egosoft,,387,149,"500,000 .. 1,000,000",260,0,999,"English, French, German, Spanish - Spain, Italian, Russian, Simplified Chinese, Traditional Chinese, Czech, Polish",Strategy,12,"{'Space': 122, 'Simulation': 92, 'Strategy': 82, 'Space Sim': 70, 'Sci-fi': 69, 'Sandbox': 65, 'Economy': 63, 'Singleplayer': 56, 'Open World': 44, 'Flight': 40, 'Action': 33, 'Trading': 32, 'Exploration': 13, '4X': 6}",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
2820,X3: Terran Conflict,Egosoft,Egosoft,,2092,353,"500,000 .. 1,000,000",1785,0,1599,"English, French, German, Italian, Russian, Polish, Simplified Chinese, Traditional Chinese, Czech, Spanish - Spain, Japanese","Action, Simulation, Strategy",88,"{'Space': 347, 'Simulation': 248, 'Sandbox': 174, 'Sci-fi': 165, 'Strategy': 160, 'Space Sim': 147, 'Open World': 132, 'Trading': 129, 'Singleplayer': 125, 'Economy': 101, 'Action': 91, 'Capitalism': 56, 'Flight': 40, 'Great Soundtrack': 36, 'Moddable': 33, '4X': 32, 'Exploration': 31, 'Atmospheric': 21, 'Management': 10, 'Multiplayer': 8}",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
2840,X: Beyond the Frontier,Egosoft,Egosoft,,210,73,"200,000 .. 500,000",316,0,499,"English, German","Simulation, Strategy",5,"{'Simulation': 68, 'Space': 55, 'Strategy': 46, 'Sci-fi': 39, 'Singleplayer': 33, 'Space Sim': 31, 'Trading': 29, 'Sandbox': 26, 'Economy': 26, 'Action': 21, 'Open World': 17, 'Flight': 17, 'Exploration': 14, 'Adventure': 8}",False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
2850,X: Tension,Egosoft,Egosoft,,77,26,"200,000 .. 500,000",7,0,499,"English, German","Simulation, Strategy",1,"{'Simulation': 57, 'Strategy': 39, 'Space': 36, 'Sci-fi': 30, 'Space Sim': 28, 'Sandbox': 22, 'Singleplayer': 22, 'Action': 20, 'Economy': 20, 'Open World': 8}",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
2870,X Rebirth,Egosoft,Egosoft,,3051,4089,"200,000 .. 500,000",3601,0,2999,"English, German, Italian, Russian, Simplified Chinese, Traditional Chinese, French, Korean","Action, Simulation",36,"{'Simulation': 389, 'Space': 381, 'Sci-fi': 249, 'Action': 220, 'Space Sim': 148, 'Sandbox': 142, 'Singleplayer': 128, 'Open World': 101, 'Economy': 77, 'Trading': 49, 'Strategy': 34, 'Atmospheric': 26, 'Moddable': 25, 'Exploration': 25, 'Adventure': 21, 'Great Soundtrack': 13, 'Management': 10}",False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
2920,Sub Command,Sonalysts,Strategy First,,70,21,"100,000 .. 200,000",0,0,2999,English,Strategy,2,"{'Strategy': 206, 'Simulation': 200, 'Naval Combat': 197, 'Submarine': 194, 'Naval': 189, 'Military': 180, 'Underwater': 177, 'Exploration': 174, 'Wargame': 171, 'Realistic': 165, 'Cold War': 155, 'Old School': 142, 'Retro': 129, 'War': 115, 'Physics': 101, 'Multiplayer': 87, 'Singleplayer': 71, 'Difficult': 55, 'Indie': 40, 'Real-Time': 28}",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
2990,FlatOut 2,Bugbear Entertainment,Strategy First,,10990,494,"200,000 .. 500,000",393,0,999,"English, French, German, Italian, Spanish - Spain, Dutch",Racing,212,"{'Racing': 367, 'Combat Racing': 365, 'Automobile Sim': 208, 'Destruction': 200, 'Multiplayer': 179, 'Vehicular Combat': 161, 'Great Soundtrack': 149, 'Classic': 138, 'Action': 97, 'Singleplayer': 88, 'Music': 68, 'Driving': 60, 'Arcade': 54, 'Physics': 49, 'Simulation': 39, 'Local Multiplayer': 34, 'Atmospheric': 30, 'Comedy': 25, 'Funny': 25, 'Casual': 24}",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,AAA
3020,Call of Juarez,Techland,Techland Publishing,,1745,401,"100,000 .. 200,000",250,0,999,"English, French, German, Spanish - Spain, Russian",Action,18,"{'Western': 138, 'Action': 101, 'FPS': 85, 'Shooter': 54, 'Singleplayer': 50, 'Adventure': 44, 'First-Person': 41, 'Atmospheric': 36, 'Multiplayer': 31, 'Stealth': 23, 'Story Rich': 20, 'Classic': 15, 'Open World': 13, 'Great Soundtrack': 9, 'Violent': 7}",False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,AAA
3130,Men of War: Red Tide,1C Entertainment,"1C Entertainment, 1C-SoftClub",,506,90,"200,000 .. 500,000",724,0,499,"English, Russian, German, French",Strategy,11,"{'Strategy': 61, 'World War II': 31, 'RTS': 26, 'Historical': 11, 'War': 10, 'Military': 9}",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
3170,King's Bounty: Armored Princess,Katauri Interactive,1C Entertainment,,823,78,"500,000 .. 1,000,000",847,0,999,"English, Russian, French, German, Spanish - Spain, Italian, Japanese, Traditional Chinese","RPG, Strategy",45,"{'RPG': 144, 'Strategy': 96, 'Turn-Based Strategy': 95, 'Fantasy': 65, 'Female Protagonist': 55, 'Turn-Based': 48, 'Hex Grid': 48, 'Singleplayer': 32, 'Adventure': 31, 'Tactical': 31, 'Open World': 26, 'Turn-Based Combat': 13, 'Tactical RPG': 12, 'Classic': 9, 'Great Soundtrack': 8}",False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
3260,Safecracker: The Ultimate Puzzle Adventure,Kheops Studio,HandyGames,,302,221,"100,000 .. 200,000",72,0,499,"English, German, Italian, Spanish - Spain","Adventure, Casual",1,"{'Puzzle': 49, 'Adventure': 38, 'Casual': 31, 'Point & Click': 23, 'First-Person': 11}",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
3270,Painkiller Overdose,Mindware Studios,Prime Matter,,623,216,"100,000 .. 200,000",73,0,499,"English, German",Action,3,"{'Action': 55, 'FPS': 33, 'Shooter': 19, 'Horror': 16, 'Multiplayer': 15, 'Gore': 14, 'Singleplayer': 12, 'First-Person': 10, 'Co-op': 5}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
3320,Insaniquarium Deluxe,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",,3165,120,"200,000 .. 500,000",797,141,499,English,Casual,58,"{'Casual': 102, 'Classic': 46, 'Singleplayer': 46, 'Underwater': 45, 'Clicker': 38, 'Simulation': 35, 'Cute': 33, 'Aliens': 31, 'Family Friendly': 24, 'Colorful': 23, 'Strategy': 22, 'Action': 20, 'Funny': 20, 'Point & Click': 17, 'Psychological Horror': 14, 'Relaxing': 14, 'Addictive': 11, 'Difficult': 10, 'Great Soundtrack': 10, 'Atmospheric': 8}",True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
3330,Zuma Deluxe,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",,1946,115,"200,000 .. 500,000",429,1,499,"English, French, German, Italian, Spanish - Spain",Casual,545,"{'Match 3': 145, 'Puzzle': 138, 'Arcade': 135, 'Strategy': 132, '2D': 129, 'Cute': 123, 'Funny': 121, 'Casual': 112, 'Colorful': 83, 'Family Friendly': 74, 'Physics': 67, 'Retro': 65, 'Singleplayer': 60, 'Indie': 58, 'Replay Value': 56, 'Classic': 52, 'Difficult': 41, 'Action': 37, 'Psychological Horror': 34, 'Addictive': 31}",True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
